bismil بِسْمِ
taxtaSimU تَخْتَصِمُوا
qoddamtu قَدَّمْتُ
eilYkummm إِلَيْكُمْ
bilwaEID بِالْوَعِيدِ
yubaddalul يُبَدَّلُ
halim هَلِ
talaeti امْتَلَأْتِ
wataqUlu وَتَقُولُ
mazID مَزِيدٍ
eawwAbin أَوَّابٍ
HafIZ حَفِيظٍ
xoXiyar خَشِيَ
biqolbimm بِقَلْبٍ
bisalAmiN بِسَلَامٍ
xulUD الْخُلُودِ
mazID مَزِيدٌ
baPXaN بَطْشًا
fanaqqobU فَنَقَّبُوا
bilAdi الْبِلَادِ
qolbun قَلْبٌ
lugUB لُغُوبٍ
waqoBlal وَقَبْلَ
gurUB الْغُرُوبِ
fasabbiHhu فَسَبِّحْهُ
waeadbAros وَأَدْبَارَ
wastamiE وَاسْتَمِعْ
yunAdil يُنَادِ
munAdi الْمُنَادِ
yasmaEUnaS يَسْمَعُونَ
SVHata الصَّيْحَةَ
xurUJ الْخُرُوجِ
waeilYnAl وَإِلَيْنَا
taXaqqoqul تَشَقَّقُ
sirOEaN سِرَاعًا
HaXrun حَشْرٌ
bijabbAriN بِجَبَّارٍ
facakkir فَذَكِّرْ
waccAriyAti وَالذَّارِيَاتِ
carwA ذَرْوًا
falHAmilAti فَالْحَامِلَاتِ
wiQrO وِقْرًا
faljAriyAti فَالْجَارِيَاتِ
falmuqossimAti فَالْمُقَسِّمَاتِ
laSOdiQ لَصَادِقٌ
lawAqiE لَوَاقِعٌ
wassamAAei وَالسَّمَاءِ
lHubuk الْحُبُكِ
qClimm قَوْلٍ
muxtalif مُخْتَلِفٍ
yuefaku يُؤْفَكُ
eufik أُفِكَ
qutilal قُتِلَ
xorrOSUn الْخَرَّاصُونَ
gomrotiN غَمْرَةٍ
sAhUn سَاهُونَ
fitnatakum فِتْنَتَكُمْ
eAxicIna آخِذِينَ
eAtAhum آتَاهُمْ
muHsinIn مُحْسِنِينَ
yahjaEUn يَهْجَعُونَ
wabileasHAri وَبِالْأَسْحَارِ
Haqqul حَقٌّ
lilssAAeili لِلسَّائِلِ
walmaHrUm وَالْمَحْرُومِ
lilmUqinIn لِلْمُوقِنِينَ
wafIs وَفِي
rizqukum رِزْقُكُمْ
fawarobbis فَوَرَبِّ
laHaqqumm لَحَقٌّ
fajAAea فَجَاءَ
biEiJliN بِعِجْلٍ
samIn سَمِينٍ
faqorrobahUU فَقَرَّبَهُ
wabaXXarUhu وَبَشَّرُوهُ
faeaqbalatim فَأَقْبَلَتِ
roeatuhU امْرَأَتُهُ
SorrotiN صَرَّةٍ
faSokkat فَصَكَّتْ
waJhahA وَجْهَهَا
EajUzun عَجُوزٌ
EaqIm عَقِيمٌ
linursila لِنُرْسِلَ
lilmusrifIn لِلْمُسْرِفِينَ
bYtimm بَيْتٍ
yaxOfUnal يَخَافُونَ
earsalnAhu أَرْسَلْنَاهُ
biruknihI بِرُكْنِهِ
sAHirun سَاحِرٌ
rIHal الرِّيحَ
EaqIm الْعَقِيمَ
tacaru تَذَرُ
eatat أَتَتْ
jaEalathu جَعَلَتْهُ
karromIm كَالرَّمِيمِ
faEatW فَعَتَوْا
qiyAmiww قِيَامٍ
muNtaSirIn مُنْتَصِرِينَ
nUHimm نُوحٍ
bieYdiww بِأَيْدٍ
lamUsiEUn لَمُوسِعُونَ
faroXnAhA فَرَشْنَاهَا
mAhidUn الْمَاهِدُونَ
fafirrUU فَفِرُّوا
eatal أَتَى
eatawASC أَتَوَاصَوْا
pOgUn طَاغُونَ
bimalUm بِمَلُومٍ
faeinnac فَإِنَّ
taNfaEul تَنْفَعُ
xolaQtul خَلَقْتُ
waleiNsa وَالْإِنْسَ
liyaEbudUn لِيَعْبُدُونِ
rizqiww رِزْقٍ
yuPEimUn يُطْعِمُونِ
rozzAqu الرَّزَّاقُ
quwwatil الْقُوَّةِ
matIn الْمَتِينُ
canUbamm ذَنُوبًا
canUbi ذَنُوبِ
eaSHAbihim أَصْحَابِهِمْ
yastaEjilUn يَسْتَعْجِلُونِ
yWmihimul يَوْمِهِمُ
wappUr وَالطُّورِ
maspUr مَسْطُورٍ
roqqimm رَقٍّ
maNXUr مَنْشُورٍ
walbYtil وَالْبَيْتِ
maEmUr الْمَعْمُورِ
wassaQfil وَالسَّقْفِ
marfUE الْمَرْفُوعِ
walbaHril وَالْبَحْرِ
masjUr الْمَسْجُورِ
dAfiE دَافِعٍ
tamUrus تَمُورُ
mWrO مَوْرًا
watasIrul وَتَسِيرُ
sYrO سَيْرًا
fawYluyy فَوَيْلٌ
lilmukaccibIn لِلْمُكَذِّبِينَ
xCMiyy خَوْضٍ
yudaEEUna يُدَعُّونَ
daEEA دَعًّا
hAcihin هَٰذِهِ
nArul النَّارُ
eafasiHrun أَفَسِحْرٌ
eiSlWhA اصْلَوْهَا
faSbirUU فَاصْبِرُوا
wanaEIm وَنَعِيمٍ
fAkihIna فَاكِهِينَ
hanIIeammm هَنِيئًا
maSfUfatiww مَصْفُوفَةٍ
wattabaEathum وَاتَّبَعَتْهُمْ
curriyyatuhummm ذُرِّيَّتُهُمْ
bieImAnin بِإِيمَانٍ
ealHaQnA أَلْحَقْنَا
ealatnAhumm أَلَتْنَاهُمْ
Eamalihimm عَمَلِهِمْ
kullum كُلُّ
rieimmm امْرِئٍ
rohIn رَهِينٌ
waeamdaDnAhummm وَأَمْدَدْنَاهُمْ
bifAkihatiww بِفَاكِهَةٍ
walaHmimm وَلَحْمٍ
kaesal كَأْسًا
lagwuN لَغْوٌ
taevIm تَأْثِيمٌ
wayapUfu وَيَطُوفُ
gilmAnul غِلْمَانٌ
luelueumm لُؤْلُؤٌ
eahlinA أَهْلِنَا
muXfiqIn مُشْفِقِينَ
wawaqOnA وَوَقَانَا
EacAbas عَذَابَ
naDEUhu نَدْعُوهُ
barrur الْبَرُّ
biniEmati بِنِعْمَتِ
bikAhiniww بِكَاهِنٍ
XAEirunn شَاعِرٌ
rVbal رَيْبَ
manUn الْمَنُونِ
tarobbaSU تَرَبَّصُوا
mutarobbiSIn الْمُتَرَبِّصِينَ
taemuruhum تَأْمُرُهُمْ
eaHlAmuhummm أَحْلَامُهُمْ
taqowwalahU تَقَوَّلَهُ
falyaetU فَلْيَأْتُوا
biHadIvimm بِحَدِيثٍ
mivlihII مِثْلِهِ
xuliqU خُلِقُوا
xOliqUn الْخَالِقُونَ
xolaqUs خَلَقُوا
muSVpirUn الْمُصَيْطِرُونَ
sullamuyy سُلَّمٌ
falyaeti فَلْيَأْتِ
mustamiEuhummm مُسْتَمِعُهُمْ
magromimm مَغْرَمٍ
muvqolUn مُثْقَلُونَ
makIdUn الْمَكِيدُونَ
kisfamm كِسْفًا
sAqipoyy سَاقِطًا
saHAbumm سَحَابٌ
markUm مَرْكُومٌ
yuSEaqUn يُصْعَقُونَ
liHukmi لِحُكْمِ
waeidbAron وَإِدْبَارَ
wannaJmi وَالنَّجْمِ
SOHibukum صَاحِبُكُمْ
gowA غَوَىٰ
waHyuyy وَحْيٌ
yUHA يُوحَىٰ
EallamahU عَلَّمَهُ
quwA الْقُوَىٰ
mirrotiN مِرَّةٍ
bileufuqil بِالْأُفُقِ
danA دَنَا
fatadallA فَتَدَلَّىٰ
qOba قَابَ
qCsYni قَوْسَيْنِ
eWHA أَوْحَىٰ
kacabal كَذَبَ
fueAdu الْفُؤَادُ
eafatumArUnahU أَفَتُمَارُونَهُ
yarO يَرَىٰ
nazlatan نَزْلَةً
siDrotil سِدْرَةِ
muNtahA الْمُنْتَهَىٰ
maewAA الْمَأْوَىٰ
yagXas يَغْشَى
siDrota السِّدْرَةَ
zAgol زَاغَ
baSoru الْبَصَرُ
robbihil رَبِّهِ
eafaroeYtumul أَفَرَأَيْتُمُ
lAta اللَّاتَ
walEuzzA وَالْعُزَّىٰ
wamanAtav وَمَنَاةَ
vAlivatal الثَّالِثَةَ
ealakumuc أَلَكُمُ
euNvA الْأُنْثَىٰ
qismatuN قِسْمَةٌ
MIzAA ضِيزَىٰ
easmAAeuN أَسْمَاءٌ
tahwal تَهْوَى
tamannA تَمَنَّىٰ
waleUlA وَالْأُولَىٰ
malakiN مَلَكٍ
tugnI تُغْنِي
yaecanaL يَأْذَنَ
wayarMOO وَيَرْضَىٰ
layusammUnal لَيُسَمُّونَ
tasmiyatal تَسْمِيَةَ
maBlaguhumm مَبْلَغُهُمْ
bimani بِمَنِ
easAAeU أَسَاءُوا
wayaJziyal وَيَجْزِيَ
bilHusnY بِالْحُسْنَى
lamama اللَّمَمَ
wAsiEul وَاسِعُ
magfiroti الْمَغْفِرَةِ
eajinnatuN أَجِنَّةٌ
tuzakkUU تُزَكُّوا
bimanit بِمَنِ
taqOO اتَّقَىٰ
waeaEpO وَأَعْطَىٰ
waeakdAA وَأَكْدَىٰ
eaEiNdahU أَعِنْدَهُ
yarOO يَرَىٰ
yunabbae يُنَبَّأْ
SuHufi صُحُفِ
waeiBrOhImal وَإِبْرَاهِيمَ
waffAA وَفَّىٰ
saEyahU سَعْيَهُ
yurO يُرَىٰ
yuJzAhul يُجْزَاهُ
jazAAeal الْجَزَاءَ
eWfA الْأَوْفَىٰ
eaMHaka أَضْحَكَ
waeaBkA وَأَبْكَىٰ
eamAta أَمَاتَ
waeaHyA وَأَحْيَا
xolaqoz خَلَقَ
zWjYnic الزَّوْجَيْنِ
cakaro الذَّكَرَ
nuPfatin نُطْفَةٍ
tumnA تُمْنَىٰ
EalYhin عَلَيْهِ
waeaQnA وَأَقْنَىٰ
robbuX رَبُّ
XiErO الشِّعْرَىٰ
EAdanl عَادًا
eabqO أَبْقَىٰ
waeaPgO وَأَطْغَىٰ
walmuetafikata وَالْمُؤْتَفِكَةَ
eahwA أَهْوَىٰ
fagoXXAhA فَغَشَّاهَا
goXXA غَشَّىٰ
eAlAAei آلَاءِ
tatamArO تَتَمَارَىٰ
nucuril النُّذُرِ
eUlAA الْأُولَىٰ
eazifatil أَزِفَتِ
eAzifah الْآزِفَةُ
kAXifah كَاشِفَةٌ
eafamin أَفَمِنْ
taEjabUn تَعْجَبُونَ
wataMHakUna وَتَضْحَكُونَ
taBkUn تَبْكُونَ
sAmidUn سَامِدُونَ
fasjudU فَاسْجُدُوا
eiQtarobatis اقْتَرَبَتِ
waNXaqqol وَانْشَقَّ
qomar الْقَمَرُ
yuEriMU يُعْرِضُوا
wayaqUlU وَيَقُولُوا
mustamirr مُسْتَمِرٌّ
mustaqirr مُسْتَقِرٌّ
eammmbAAei الْأَنْبَاءِ
muzdajar مُزْدَجَرٌ
Hikmatummm حِكْمَةٌ
bAligotuN بَالِغَةٌ
tugnin تُغْنِ
nucur النُّذُرُ
yaDEud يَدْعُ
nukur نُكُرٍ
xuXXaEan خُشَّعًا
yaxrujUna يَخْرُجُونَ
jarOdumm جَرَادٌ
muNtaXir مُنْتَشِرٌ
eilad إِلَى
Easir عَسِرٌ
maJnUnuww مَجْنُونٌ
wazdujiro وَازْدُجِرَ
maglUbuN مَغْلُوبٌ
faNtaSir فَانْتَصِرْ
fafataHnAA فَفَتَحْنَا
eaBwAbas أَبْوَابَ
bimAAeimm بِمَاءٍ
munhamir مُنْهَمِرٍ
wafajjarnAl وَفَجَّرْنَا
EuyUnaN عُيُونًا
fataqVl فَالْتَقَى
qudiro قُدِرَ
waHamalnAhu وَحَمَلْنَاهُ
ealwAHiww أَلْوَاحٍ
wadusur وَدُسُرٍ
kufiro كُفِرَ
taroknAhAA تَرَكْنَاهَا
muddakir مُدَّكِرٍ
wanucur وَنُذُرِ
yassarnAl يَسَّرْنَا
lilccikri لِلذِّكْرِ
naHsimm نَحْسٍ
mustamirr مُسْتَمِرٍّ
taNziEun تَنْزِعُ
eaEjAzu أَعْجَازُ
naxlimm نَخْلٍ
muNqoEir مُنْقَعِرٍ
binnucur بِالنُّذُرِ
eabaXaromm أَبَشَرًا
wAHidann وَاحِدًا
nattabiEuhUU نَتَّبِعُهُ
MolAliww ضَلَالٍ
wasuEur وَسُعُرٍ
eaeulqiyac أَأُلْقِيَ
kaccAbun كَذَّابٌ
eaXir أَشِرٌ
sayaElamUna سَيَعْلَمُونَ
godamm غَدًا
manil مَنِ
kaccAbul الْكَذَّابُ
eaXir الْأَشِرُ
mursilUn مُرْسِلُو
nAqoti النَّاقَةِ
fartaqiBhum فَارْتَقِبْهُمْ
qismatummm قِسْمَةٌ
Xirbimm شِرْبٍ
muHtaMor مُحْتَضَرٌ
fanAdW فَنَادَوْا
SOHibahum صَاحِبَهُمْ
fataEApO فَتَعَاطَىٰ
faEaqoro فَعَقَرَ
kahaXImil كَهَشِيمِ
muHtaZir الْمُحْتَظِرِ
lUpimmm لُوطٍ
HASiban حَاصِبًا
lUpinn لُوطٍ
najjYnAhummm نَجَّيْنَاهُمْ
bisaHar بِسَحَرٍ
Xakar شَكَرَ
eaNcarohummm أَنْذَرَهُمْ
baPXatanA بَطْشَتَنَا
fatamArC فَتَمَارَوْا
rOwadUhu رَاوَدُوهُ
MVfihI ضَيْفِهِ
fapomasnAA فَطَمَسْنَا
SobbaHahummm صَبَّحَهُمْ
bukrotan بُكْرَةً
firEWnan فِرْعَوْنَ
kullihA كُلِّهَا
faeaxocnAhum فَأَخَذْنَاهُمْ
eaxca أَخْذَ
EazIzimm عَزِيزٍ
muQtadir مُقْتَدِرٍ
eakuffArukum أَكُفَّارُكُمْ
eulAAeikum أُولَٰئِكُمْ
barOOeatuN بَرَاءَةٌ
zubur الزُّبُرِ
jamIEumm جَمِيعٌ
muNtaSir مُنْتَصِرٌ
sayuhzamul سَيُهْزَمُ
jamEu الْجَمْعُ
wayuwallUnad وَيُوَلُّونَ
duburo الدُّبُرَ
balis بَلِ
mWEiduhum مَوْعِدُهُمْ
eaDhA أَدْهَىٰ
waeamarr وَأَمَرُّ
yusHabUna يُسْحَبُونَ
saqoro سَقَرَ
biqodar بِقَدَرٍ
eamrunAA أَمْرُنَا
kalamHimmm كَلَمْحٍ
bilbaSor بِالْبَصَرِ
eahlaknAA أَهْلَكْنَا
eaXyAEakum أَشْيَاعَكُمْ
SogIriww صَغِيرٍ
wakabIrimm وَكَبِيرٍ
mustapor مُسْتَطَرٌ
wanahar وَنَهَرٍ
maQEadi مَقْعَدِ
malIkimm مَلِيكٍ
earroHmAn الرَّحْمَٰنُ
Eallamal عَلَّمَ
qureAn الْقُرْآنَ
eiNsAn الْإِنْسَانَ
Eallamahul عَلَّمَهُ
bayAn الْبَيَانَ
eaXXamsu الشَّمْسُ
biHusbAn بِحُسْبَانٍ
wannaJmu وَالنَّجْمُ
yasjudAn يَسْجُدَانِ
rofaEahA رَفَعَهَا
wawaMoEal وَوَضَعَ
mIzAn الْمِيزَانَ
mIzAn الْمِيزَانِ
waeaqImUl وَأَقِيمُوا
wazna الْوَزْنَ
tuxsirUl تُخْسِرُوا
waMoEahA وَضَعَهَا
lileanAm لِلْأَنَامِ
wannaxlu وَالنَّخْلُ
cAtul ذَاتُ
eakmAm الْأَكْمَامِ
walHabbu وَالْحَبُّ
EaSfi الْعَصْفِ
warrVHAn وَالرَّيْحَانُ
robbikumA رَبِّكُمَا
tukaccibAn تُكَذِّبَانِ
SolSOliN صَلْصَالٍ
kalfaxxOr كَالْفَخَّارِ
jAAAnna الْجَانَّ
mArijimm مَارِجٍ
magribYn الْمَغْرِبَيْنِ
yaltaqiyAn يَلْتَقِيَانِ
barzaxul بَرْزَخٌ
yaBgiyAn يَبْغِيَانِ
minhumAl مِنْهُمَا
luelueu اللُّؤْلُؤُ
walmarjAn وَالْمَرْجَانُ
jawAril الْجَوَارِ
muNXaeAtu الْمُنْشَآتُ
fAn فَانٍ
wayabqO وَيَبْقَىٰ
jalAli الْجَلَالِ
waleikrOm وَالْإِكْرَامِ
yasealuhU يَسْأَلُهُ
Xaen شَأْنٍ
sanafrugu سَنَفْرُغُ
eayyuhav أَيُّهَ
vaqolAn الثَّقَلَانِ
stapoEtum اسْتَطَعْتُمْ
taNfucU تَنْفُذُوا
eaqpOris أَقْطَارِ
faNfucU فَانْفُذُوا
taNfucUna تَنْفُذُونَ
bisulpOn بِسُلْطَانٍ
yursalu يُرْسَلُ
EalYkumA عَلَيْكُمَا
XuwAZumm شُوَاظٌ
wanuHAsuN وَنُحَاسٌ
taNtaSirOn تَنْتَصِرَانِ
Xaqqotis انْشَقَّتِ
wardataN وَرْدَةً
kaddihAn كَالدِّهَانِ
cammmbihII ذَنْبِهِ
eiNsuww إِنْسٌ
jAAAnnn جَانٌّ
yuEroful يُعْرَفُ
fayuexocu فَيُؤْخَذُ
binnawASI بِالنَّوَاصِي
waleaqdAm وَالْأَقْدَامِ
yapUfUna يَطُوفُونَ
HamImin حَمِيمٍ
eAn آنٍ
waliman وَلِمَنْ
maqOma مَقَامَ
jannatAn جَنَّتَانِ
cawAtAA ذَوَاتَا
eafnAn أَفْنَانٍ
EYnAni عَيْنَانِ
taJriyAn تَجْرِيَانِ
fAkihatiN فَاكِهَةٍ
zWjAn زَوْجَانِ
furuXimmm فُرُشٍ
bapOOeinuhA بَطَائِنُهَا
eistaBroqiww إِسْتَبْرَقٍ
wajanal وَجَنَى
dAn دَانٍ
yaPmivhunna يَطْمِثْهُنَّ
eiNsuN إِنْسٌ
kaeannahunnal كَأَنَّهُنَّ
yAqUtu الْيَاقُوتُ
eiHsAni الْإِحْسَانِ
eiHsAn الْإِحْسَانُ
muDhAAAmmatAn مُدْهَامَّتَانِ
naMMOxotAn نَضَّاخَتَانِ
wanaxluww وَنَخْلٌ
warummAn وَرُمَّانٌ
xVrOtun خَيْرَاتٌ
HisAn حِسَانٌ
HUrumm حُورٌ
maQSUrOtuN مَقْصُورَاتٌ
xiyAm الْخِيَامِ
rofrofin رَفْرَفٍ
waEabqoriyyin وَعَبْقَرِيٍّ
HisAn حِسَانٍ
tabAroka تَبَارَكَ
smu اسْمُ
waqoEatil وَقَعَتِ
wAqiEah الْوَاقِعَةُ
liwaQEatihA لِوَقْعَتِهَا
kAcibah كَاذِبَةٌ
xOfiMotur خَافِضَةٌ
rOfiEah رَافِعَةٌ
rujjatil رُجَّتِ
rojjA رَجًّا
wabussatil وَبُسَّتِ
bassA بَسًّا
mummmbavvA مُنْبَثًّا
eazwAjaN أَزْوَاجًا
valAvatA ثَلَاثَةً
faeaSHAbul فَأَصْحَابُ
mYmanati الْمَيْمَنَةِ
mYmanah الْمَيْمَنَةِ
maXeamati الْمَشْأَمَةِ
maXeamah الْمَشْأَمَةِ
wassAbiqUnas وَالسَّابِقُونَ
sAbiqUn السَّابِقُونَ
muqorrobUn الْمُقَرَّبُونَ
vullatumm ثُلَّةٌ
mWMUnat مَوْضُونَةٍ
yapUfu يَطُوفُ
wildAnumm وِلْدَانٌ
muxolladUn مُخَلَّدُونَ
bieakwAbiww بِأَكْوَابٍ
waeabArIqo وَأَبَارِيقَ
wakaesimm وَكَأْسٍ
yuSoddaEUna يُصَدَّعُونَ
yuNzifUn يُنْزِفُونَ
wafAkihatimm وَفَاكِهَةٍ
yataxoyyarUn يَتَخَيَّرُونَ
walaHmi وَلَحْمِ
pVrimm طَيْرٍ
waHUrun وَحُورٌ
kaeamvAlil كَأَمْثَالِ
luelueil اللُّؤْلُؤِ
maknUn الْمَكْنُونِ
lagwaww لَغْوًا
taevImA تَأْثِيمًا
qIlaN قِيلًا
siDrimm سِدْرٍ
maxMUD مَخْضُودٍ
wapolHimm وَطَلْحٍ
waZillimm وَظِلٍّ
mamdUD مَمْدُودٍ
wamAAeimm وَمَاءٍ
maskUB مَسْكُوبٍ
wafAkihatiN وَفَاكِهَةٍ
kavIrot كَثِيرَةٍ
maqpUEatiww مَقْطُوعَةٍ
mamnUEat مَمْنُوعَةٍ
wafuruXimm وَفُرُشٍ
marfUEat مَرْفُوعَةٍ
eaNXaenAhunna أَنْشَأْنَاهُنَّ
eiNXAAeA إِنْشَاءً
fajaEalnAhunna فَجَعَلْنَاهُنَّ
eaBkArO أَبْكَارًا
Euruban عُرُبًا
eatrObA أَتْرَابًا
lieaSHAbil لِأَصْحَابِ
wavullatumm وَثُلَّةٌ
waeaSHAbuX وَأَصْحَابُ
eaSHAbuX أَصْحَابُ
XimAl الشِّمَالِ
samUmiww سَمُومٍ
waHamIm وَحَمِيمٍ
yaHmUm يَحْمُومٍ
bAridiww بَارِدٍ
mutrofIn مُتْرَفِينَ
yuSirrUna يُصِرُّونَ
lHiNvil الْحِنْثِ
eaeicA أَئِذَا
waleAxirIn وَالْآخِرِينَ
lamaJmUEUna لَمَجْمُوعُونَ
mIqOti مِيقَاتِ
eayyuhAM أَيُّهَا
MOOOllUnal الضَّالُّونَ
mukaccibUn الْمُكَذِّبُونَ
Xajarimm شَجَرٍ
zaqqUm زَقُّومٍ
faXAribUna فَشَارِبُونَ
Xurbal شُرْبَ
hIm الْهِيمِ
nuzuluhum نُزُلُهُمْ
tuSoddiqUn تُصَدِّقُونَ
tumnUn تُمْنُونَ
taxluqUnahUU تَخْلُقُونَهُ
qoddarnA قَدَّرْنَا
bimasbUqIn بِمَسْبُوقِينَ
nubaddila نُبَدِّلَ
wanuNXieakum وَنُنْشِئَكُمْ
Ealimtumun عَلِمْتُمُ
taHruvUn تَحْرُثُونَ
tazroEUnahUU تَزْرَعُونَهُ
naHnuz نَحْنُ
zAriEUn الزَّارِعُونَ
HupOmaN حُطَامًا
faZoltum فَظَلْتُمْ
tafakkahUn تَفَكَّهُونَ
lamugromUn لَمُغْرَمُونَ
maHrUmUn مَحْرُومُونَ
eaNzaltumUhu أَنْزَلْتُمُوهُ
muzni الْمُزْنِ
muNzilUn الْمُنْزِلُونَ
eujAjaN أُجَاجًا
eafaroeYtumun أَفَرَأَيْتُمُ
tUrUn تُورُونَ
eaNXaetum أَنْشَأْتُمْ
XajarotahAA شَجَرَتَهَا
muNXieUn الْمُنْشِئُونَ
tackirotaww تَذْكِرَةً
wamatAEal وَمَتَاعًا
lilmuQwIn لِلْمُقْوِينَ
bismi بِاسْمِ
euQsimu أُقْسِمُ
bimawAqiEin بِمَوَاقِعِ
laqosamul لَقَسَمٌ
laqureAnuN لَقُرْآنٌ
maknUn مَكْنُونٍ
yamassuhUU يَمَسُّهُ
mupohharUn الْمُطَهَّرُونَ
eafabihAcA أَفَبِهَٰذَا
muDhinUn مُدْهِنُونَ
rizqokum رِزْقَكُمْ
balagoti بَلَغَتِ
lHulqUm الْحُلْقُومَ
HInaeiciN حِينَئِذٍ
madInIn مَدِينِينَ
tarjiEUnahAA تَرْجِعُونَهَا
faeammAA فَأَمَّا
farCHuww فَرَوْحٌ
warVHAnuww وَرَيْحَانٌ
wajannatu وَجَنَّتُ
naEIm نَعِيمٍ
waeammAA وَأَمَّا
fasalAmul فَسَلَامٌ
mukaccibInaM الْمُكَذِّبِينَ
fanuzulumm فَنُزُلٌ
wataSliyatu وَتَصْلِيَةُ
jaHIm جَحِيمٍ
Haqqul حَقُّ
yaqIn الْيَقِينِ
sabbaHa سَبَّحَ
eawwalu الْأَوَّلُ
waleAxiru وَالْآخِرُ
waZZOhiru وَالظَّاهِرُ
walbApinu وَالْبَاطِنُ
jaEalakumm جَعَلَكُمْ
mustaxlafIna مُسْتَخْلَفِينَ
eaJruN أَجْرٌ
EabdihII عَبْدِهِ
qoBlil قَبْلِ
waqOtala وَقَاتَلَ
darojatamm دَرَجَةً
nUruhummm نُورُهُمْ
wabieYmAnihimmm وَبِأَيْمَانِهِمْ
buXrOkumul بُشْرَاكُمُ
eAmanUN آمَنُوا
ZurUnA انْظُرُونَا
naQtabis نَقْتَبِسْ
nUrikum نُورِكُمْ
fatamisU فَالْتَمِسُوا
faMuriba فَضُرِبَ
bisUril بِسُورٍ
bAbummm بَابٌ
bApinuhU بَاطِنُهُ
fIhir فِيهِ
roHmatu الرَّحْمَةُ
waZOhiruhU وَظَاهِرُهُ
qibalihil قِبَلِهِ
yunAdUnahum يُنَادُونَهُمْ
fataNtum فَتَنْتُمْ
watarobbaStum وَتَرَبَّصْتُمْ
wartaBtum وَارْتَبْتُمْ
